Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","P/C Vol","Options Vol","P/C OI","Total OI",Last
2020-10-07,41.01%,-1.41%,18.80%,62%,127,384,1.5592592592593,17966,37.54
2020-10-06,42.42%,-0.39%,20.17%,68%,8.1111111111111,82,1.550755631594,17891,37.12
2020-10-05,42.81%,+1.53%,20.55%,68%,2.3119266055046,361,1.539760731879,18045,37.71
2020-10-02,41.28%,+0.39%,19.07%,65%,26.933333333333,838,1.5458657243816,18012,37.51
2020-10-01,40.89%,-0.38%,18.69%,63%,1.5,5,1.5461614590697,18009,37.66
2020-09-30,41.27%,unch,19.06%,64%,485,972,1.4855850763143,17588,36.93
2020-09-29,41.27%,+1.93%,19.06%,64%,0,498,1.4156302996043,17093,36.73
2020-09-28,39.34%,-0.49%,17.19%,56%,0,8,1.4166313109885,17088,36.27
2020-09-25,39.84%,+0.96%,17.67%,60%,33.5,69,1.4072974119644,17022,35.32
2020-09-24,38.87%,-0.66%,16.73%,55%,3.25,153,1.3966226763162,16889,35.91
2020-09-23,39.53%,+2.60%,17.37%,58%,19.25,162,1.3756921766293,16732,35.48
2020-09-22,36.93%,-0.59%,14.85%,47%,0.01556420233463,261,1.4025767226404,16597,36.25
2020-09-21,37.52%,+5.18%,15.42%,49%,0.5203488372093,523,1.3818797629128,16878,36.28
2020-09-18,32.34%,+0.52%,10.40%,30%,0.034375,331,1.4124603403519,16728,38.01
2020-09-17,31.82%,-0.28%,9.90%,24%,1.36,118,1.4156013945381,16629,38.93
2020-09-16,32.10%,+0.07%,10.17%,27%,104.5,211,1.4063907044299,16568,39.04
2020-09-15,32.03%,-0.88%,10.10%,26%,0.020833333333333,196,1.4123395565928,16539,39.18
2020-09-14,32.92%,-1.18%,10.96%,33%,0.73333333333333,26,1.4135008766803,16518,38.89
2020-09-11,34.10%,-2.20%,12.11%,38%,0.33333333333333,28,1.4160808435852,16497,38.27
2020-09-10,36.30%,-0.70%,14.24%,42%,1.14,107,1.4160777385159,16410,37.94
2020-09-09,37.00%,-4.31%,14.92%,46%,0.10055865921788,197,1.4260083036773,16361,38.46
2020-09-08,41.32%,+3.24%,19.10%,62%,0.0037837837837838,1857,1.9352373290426,14594,36.54
2020-09-04,38.07%,-3.66%,15.96%,49%,0.2,6,1.9362044676997,14590,37.19
2020-09-03,41.74%,+4.91%,19.51%,64%,12.117647058824,223,1.9005435876787,14407,36.65
2020-09-02,36.83%,+1.57%,14.75%,46%,15.5,33,1.8945037245822,14377,37.58
2020-09-01,35.26%,-2.88%,13.23%,43%,0.88235294117647,32,1.898404362755,14350,38.36
2020-08-31,38.14%,+4.66%,16.03%,49%,0.77777777777778,32,1.8980210016155,14351,37.17
2020-08-28,33.48%,-0.38%,11.51%,37%,0.029126213592233,106,1.8687872763419,14430,38.8
2020-08-27,33.86%,+0.91%,11.87%,37%,0.035714285714286,29,1.8608196396753,14450,38.16
2020-08-26,32.95%,+1.00%,11.00%,36%,0.25,30,1.8602256978816,14447,38.5
2020-08-25,31.95%,-0.24%,10.03%,27%,10.7,234,1.8654343072948,14416,38.53
2020-08-24,32.20%,+0.86%,10.26%,30%,0.016129032258065,252,1.8962321176708,14374,38.55
2020-08-21,31.34%,-0.77%,9.43%,24%,4.6808510638298,267,1.9211743414438,14527,37.59
2020-08-20,32.11%,-0.26%,10.18%,29%,0.057142857142857,37,1.91961414791,14528,36.88
2020-08-19,32.36%,+0.90%,10.43%,30%,0.015625,65,1.9387050943779,14479,36.99
2020-08-18,31.47%,-0.62%,9.56%,25%,0.071428571428571,15,1.9355623100304,14487,37.51
2020-08-17,32.08%,-0.14%,10.15%,28%,0,3,1.9355623100304,14487,37.26
2020-08-14,32.22%,-1.15%,10.29%,29%,10,44,1.9286438272856,14447,37.45
2020-08-13,33.37%,-0.60%,11.40%,33%,0.5625,25,1.9331028873526,14425,37.26
2020-08-12,33.97%,-0.65%,11.98%,34%,0.0023832221163012,2103,3.2931392931393,12390,37.01
2020-08-11,34.61%,+0.56%,12.60%,36%,0.0078895463510848,511,3.9782335705316,11893,36.44
2020-08-10,34.05%,+1.51%,12.06%,34%,0.14332247557003,351,4.5310707456979,11571,36.32
2020-08-07,32.54%,+1.12%,10.60%,31%,0.032786885245902,126,4.7508771929825,11473,36.49
2020-08-06,31.43%,+0.65%,9.52%,26%,0.0066666666666667,302,5.5911504424779,11172,37.7
2020-08-05,30.78%,-1.21%,8.89%,25%,5,12,5.595041322314,11172,37.74
2020-08-04,31.98%,-0.45%,10.06%,27%,0.2093023255814,52,5.6680622009569,11149,37.18
2020-08-03,32.44%,+0.67%,10.49%,28%,2,42,5.6612903225806,11151,36.96
2020-07-31,31.77%,-1.14%,9.85%,27%,3.6944444444444,169,5.5916666666667,11074,37.53
2020-07-30,32.91%,+2.47%,10.95%,29%,0.12121212121212,37,5.6408408408408,11057,38.6
2020-07-29,30.43%,-1.63%,8.55%,24%,8,9,5.6424278846154,11053,40.33
2020-07-28,32.06%,-0.07%,10.14%,26%,0,11,5.6594333936106,11048,39.74
2020-07-27,32.13%,-0.46%,10.20%,27%,0.031847133757962,162,6.2137657180675,10900,39.98
2020-07-24,32.59%,-0.33%,10.65%,27%,0.030769230769231,67,6.4566712517194,10842,38.84
2020-07-23,32.92%,+2.13%,10.96%,28%,0.10204081632653,54,6.6404812455768,10796,38.59
2020-07-22,30.79%,-1.66%,8.90%,26%,0.15178571428571,129,7.0572289156627,10700,39.49
2020-07-21,32.46%,+0.89%,10.51%,27%,7.6153846153846,224,7.0529953917051,10485,39.66
2020-07-20,31.57%,-2.60%,9.65%,26%,0.1340206185567,110,3.960702022129,13002,39.14
2020-07-17,34.17%,-3.90%,12.17%,27%,7.8,176,3.729276622167,15233,38.7
2020-07-16,38.06%,+0.19%,15.95%,38%,2.5,14,3.6767676767677,15279,38.65
2020-07-15,37.88%,-1.35%,15.77%,36%,0.75,7,3.6690076335878,15291,38.72
2020-07-14,39.23%,-0.26%,17.08%,42%,0.0008071025,1240,2.8682263069945,16204,38.49
2020-07-13,39.49%,+1.12%,17.34%,44%,0.019607843137255,104,2.9388454011742,16102,37.77
2020-07-10,38.38%,-1.72%,16.25%,39%,0,6,2.9388454011742,16102,37.78
2020-07-09,40.10%,+3.58%,17.92%,45%,2.5555555555556,32,2.9392156862745,16072,38.05
2020-07-08,36.51%,-2.21%,14.45%,33%,0.25,25,2.944021605696,16064,37.95
2020-07-07,38.72%,+0.41%,16.59%,40%,0.33333333333333,20,2.9452626411389,16073,36.43
2020-07-06,38.31%,+3.28%,16.19%,38%,3,24,2.9448258950466,16087,36.81
2020-07-02,35.03%,-1.06%,13.01%,31%,0.055555555555556,114,3.0884130982368,16231,36.69
2020-07-01,36.09%,-2.79%,14.04%,32%,0.064516129032258,165,2.9757575757576,16400,35.86
2020-06-30,38.88%,-0.46%,16.75%,39%,3,4,2.9762366634336,16398,35.24
2020-06-29,39.34%,-2.17%,17.19%,40%,0.8,9,2.9752667313288,16394,35.65
2020-06-26,41.51%,+2.91%,19.29%,49%,5.8461538461538,89,2.9861583292861,16415,35.4
2020-06-25,38.60%,-2.02%,16.47%,39%,2.3333333333333,10,2.9893074119077,16416,35.96
2020-06-24,40.63%,+3.97%,18.43%,45%,0.54545454545455,34,2.9902936180539,16444,35.33
2020-06-23,36.66%,-3.95%,14.59%,34%,6.2424242424242,239,2.9364427259546,16289,36.5
2020-06-22,40.61%,+0.12%,18.42%,45%,0.051724137931034,61,2.9497958203219,16443,35.85
2020-06-19,40.49%,-4.99%,18.30%,44%,0.68918918918919,125,2.8528868360277,16683,35.34
2020-06-18,45.48%,+1.62%,23.14%,58%,0.93333333333333,29,2.8520655435033,16691,35.04
2020-06-17,43.86%,-1.25%,21.57%,52%,0.055555555555556,38,2.8710501858736,16661,35.67
2020-06-16,45.11%,+0.19%,22.78%,57%,0.28571428571429,9,2.8723849372385,16659,35.01
2020-06-15,44.91%,-3.08%,22.59%,55%,9.5,42,2.8739827946989,16662,35.19
2020-06-12,47.99%,+3.89%,25.57%,62%,0.077586206896552,250,2.9649375600384,16510,36.53
2020-06-11,44.10%,+7.12%,21.81%,54%,123,1612,2.672753483902,15286,35.32
2020-06-10,36.99%,-0.08%,14.91%,38%,0.40322580645161,87,2.6702689721422,15283,38.29
2020-06-09,37.06%,+0.73%,14.98%,38%,0,1,2.6702689721422,15283,38.71
2020-06-08,36.33%,+1.12%,14.27%,37%,0.93548387096774,60,2.6886039196709,15245,38.85
2020-06-05,35.21%,-2.78%,13.18%,36%,0.13968253968254,359,2.9034789432383,14923,38.42
2020-06-04,37.99%,+1.28%,15.88%,38%,0.46414342629482,735,2.612443600095,15212,36.78
2020-06-03,36.71%,-1.24%,14.64%,37%,2.3882978723404,1274,2.6254846213492,14027,37.46
2020-06-02,37.95%,-2.44%,15.84%,37%,25.666666666667,240,2.5714285714286,13800,35.64
2020-06-01,40.39%,-0.70%,18.21%,42%,2.8,285,2.5488603615405,13546,34.15
2020-05-29,41.09%,-0.62%,18.88%,44%,0.60683760683761,188,2.6014004847832,13372,33.57
2020-05-28,41.71%,+0.37%,19.48%,45%,0,20,2.6000538647994,13367,33.95
2020-05-27,41.34%,+1.70%,19.12%,45%,2.44,86,2.6113217768147,13333,34.39
2020-05-26,39.64%,+0.20%,17.47%,42%,5.2857142857143,44,2.614967462039,13332,33.85
2020-05-22,39.44%,-0.19%,17.28%,40%,12.333333333333,120,2.6191899972819,13315,33.6
2020-05-21,39.63%,-1.24%,17.47%,41%,1.3571428571429,33,2.62115017716,13286,34.18
2020-05-20,40.87%,-2.09%,18.67%,42%,7,8,2.6213195201745,13283,33.84
2020-05-19,42.96%,+2.64%,20.70%,45%,28.75,119,2.5898064867811,13171,32.97
2020-05-18,40.32%,-7.40%,18.14%,42%,1.5932203389831,153,2.8631494376004,14425,32.88
2020-05-15,47.72%,+1.55%,25.31%,54%,3.5,9,2.824181626188,14486,31.45
2020-05-14,46.17%,-4.31%,23.81%,51%,3.6,23,2.8231723409871,14486,31.78
2020-05-13,50.48%,+5.38%,27.98%,60%,1.6666666666667,8,2.8239641066244,14489,31.84
2020-05-12,45.10%,+0.17%,22.77%,51%,0,21,2.818685669042,14469,31.71
2020-05-11,44.93%,+0.52%,22.60%,50%,4.1,51,2.8314814814815,14483,32.19
2020-05-08,44.41%,-2.50%,22.10%,48%,0,3,2.8337304739211,14480,32.68
2020-05-07,46.91%,-1.62%,24.53%,51%,1,2,2.8342161016949,14478,31.72
2020-05-06,48.53%,+0.35%,26.10%,56%,21,22,2.8299337748344,14458,31.14
2020-05-05,48.18%,-5.44%,25.76%,55%,0,449,3.2090717933313,14012,31.42
2020-05-04,53.62%,-1.35%,31.03%,62%,5,18,3.2045045045045,14001,31.24
2020-05-01,54.98%,+7.54%,32.34%,67%,0,0,3.2064302884615,13999,30.41
2020-04-30,47.43%,+2.94%,25.03%,54%,0.75,7,0,91,0
2020-04-29,44.50%,-1.99%,22.18%,52%,1.3333333333333,28,0.50254841997961,1474,0
2020-04-28,46.49%,-1.65%,24.12%,53%,750.5,3006,52.833333333333,323,0
2020-04-27,48.14%,-5.68%,25.72%,54%,1.1666666666667,13,100.75,407,0
2020-04-24,53.82%,+0.25%,31.22%,63%,36.666666666667,113,9.1739130434783,234,0
2020-04-23,53.57%,+1.90%,30.98%,62%,0.0036818851251841,1363,2.4130434782609,157,0
2020-04-22,51.67%,-4.42%,29.14%,60%,0,5,0,22,0
2020-04-21,56.09%,+3.30%,33.42%,66%,14,120,253.1875,4067,0
2020-04-20,52.79%,+1.17%,30.22%,61%,0.054054054054054,39,71.666666666667,218,0
2020-04-17,51.62%,-2.29%,29.09%,61%,0,59,0,582,0
2020-04-16,53.91%,-2.25%,31.31%,63%,7.3,83,26.789473684211,528,0
2020-04-15,56.15%,+2.52%,33.49%,65%,0,167,0,274,0
2020-04-14,53.63%,-3.22%,31.04%,63%,0,2506,0,273,0
2020-04-13,56.85%,+1.36%,34.16%,66%,0,26,0,56,0
2020-04-09,55.49%,-3.49%,32.84%,65%,211.42857142857,1487,132,798,0
2020-04-08,58.98%,-1.68%,36.22%,66%,18.5,39,14.75,126,0
2020-04-07,60.66%,+0.01%,37.86%,69%,0,37,0,164,0
2020-04-06,60.65%,-5.88%,37.85%,68%,4.8571428571429,205,66.285714285714,471,0
2020-04-03,66.53%,+1.80%,43.55%,74%,200.5,403,0,499,0
2020-04-02,64.73%,-4.28%,41.80%,72%,0.10440456769984,677,0.59410801963993,974,0
2020-04-01,69.02%,+2.87%,45.95%,78%,0,68,0,550,0
2020-03-31,66.15%,-4.21%,43.17%,74%,12.4,67,103.2,521,0
2020-03-30,70.36%,-5.28%,47.26%,80%,3.7619047619048,100,27.611111111111,515,0
2020-03-27,75.64%,+8.18%,52.37%,83%,0.4,665,0.85625,891,0
2020-03-26,67.46%,-5.28%,44.44%,78%,1.3823529411765,81,4.016393442623,306,0
2020-03-25,72.74%,-3.47%,49.56%,83%,0.25185185185185,169,23.333333333333,730,0
2020-03-24,76.21%,-11.43%,52.93%,84%,47.6,243,60.5,123,0
2020-03-23,87.64%,-6.35%,64.00%,88%,1.8563535911602,517,0.27643979057592,1219,0
2020-03-20,93.99%,-17.98%,70.16%,91%,2.9272727272727,216,1.8375,227,0
2020-03-19,111.96%,-12.81%,87.58%,94%,97.666666666667,296,242.5,487,0
2020-03-18,124.77%,+23.25%,100.00%,98%,3.5192307692308,235,1.0230414746544,1317,0
2020-03-17,101.52%,-21.78%,78.58%,96%,0.58910891089109,963,8.26,463,0
2020-03-16,123.31%,+39.60%,100.00%,98%,80,81,26.470588235294,467,0
2020-03-13,83.71%,-8.56%,87.89%,96%,1.3555555555556,106,0.57575757575758,104,0
2020-03-12,92.27%,+23.29%,100.00%,98%,2.5773195876289,347,1.8611111111111,721,0
2020-03-11,68.97%,+6.82%,97.71%,96%,7,16,5.0672268907563,1444,0
2020-03-10,62.15%,-7.93%,83.64%,96%,3.8088235294118,327,3.6864197530864,1898,0
2020-03-09,70.08%,+21.06%,100.00%,98%,3.9166666666667,59,1.1794871794872,680,0
2020-03-06,49.02%,+6.11%,100.00%,98%,0,13,0,55,0
2020-03-05,42.91%,+8.31%,80.07%,93%,7.3333333333333,25,84,85,0
2020-03-04,34.59%,-9.03%,48.81%,88%,11,12,0,13,0
2020-03-03,43.63%,+5.15%,82.77%,95%,0.023076923076923,266,0.018567639257294,384,0
2020-03-02,38.48%,-9.73%,63.42%,93%,0.04,52,0,57,0
2020-02-28,48.21%,+6.18%,100.00%,98%,10.454545454545,126,128.7,1297,0
2020-02-27,42.03%,+8.27%,100.00%,97%,2.59,718,0,708,0
2020-02-26,33.76%,-0.58%,95.46%,95%,0.5,18,9.4230769230769,271,0
2020-02-25,34.33%,+3.87%,100.00%,97%,1.0091743119266,219,3.4017857142857,493,0
2020-02-24,30.47%,+5.01%,29.41%,88%,0.25862068965517,73,9.9189189189189,404,0
2020-02-21,25.45%,+1.28%,57.93%,83%,30,62,130.5,263,0
2020-02-20,24.17%,+0.82%,38.58%,59%,7.7,87,9.5,609,0
2020-02-19,23.35%,-0.39%,26.30%,45%,0,8,0,10,0
2020-02-18,23.74%,+0.66%,32.16%,53%,0,45,0,267,0
2020-02-14,23.09%,-0.40%,22.24%,35%,0,55,0,1,0
2020-02-13,23.49%,+0.67%,28.31%,47%,141,142,19.909090909091,230,0
2020-02-12,22.82%,-1.15%,18.19%,24%,0.41666666666667,17,1.5479452054795,186,0
2020-02-11,23.96%,-1.25%,35.46%,50%,0.5,3,0,14,0
2020-02-10,25.21%,-0.09%,54.25%,70%,0,21,0,70,0
2020-02-07,25.30%,+0.61%,55.59%,73%,0,50,0,142,0
2020-02-06,24.69%,-0.21%,46.38%,64%,142,286,5.4,32,0
2020-02-05,24.89%,-0.54%,49.47%,71%,1,10,0.2037037037037,65,0
2020-02-04,25.43%,-0.56%,57.59%,74%,0.86538461538462,194,2.6595744680851,172,0
2020-02-03,25.99%,-2.26%,65.98%,86%,0.42857142857143,10,0.27374301675978,456,0
2020-01-31,28.25%,+2.37%,100.00%,95%,0.1875,19,0.55932203389831,92,0
2020-01-30,25.88%,+1.19%,74.82%,85%,0.82178217821782,184,0.24813895781638,1006,0
2020-01-29,24.69%,-1.20%,53.94%,79%,1.2,22,93.363636363636,1038,0
2020-01-28,25.89%,-1.43%,75.00%,89%,23.7,247,0.002710027100271,370,0
2020-01-27,27.31%,+3.76%,100.00%,94%,4.6666666666667,17,5.5172413793103,189,0
2020-01-24,23.56%,+1.95%,62.75%,81%,5.3157894736842,120,0.6984126984127,107,0
2020-01-23,21.61%,-0.87%,0.00%,0%,213.66666666667,1288,2.2672413793103,1137,0
2020-01-22,22.48%,-0.52%,27.21%,21%,0.20161290322581,149,1.3966480446927,429,0
2020-01-21,22.99%,+1.25%,44.07%,54%,5.8115942028986,470,1.4277108433735,403,0
2020-01-17,21.75%,+0.11%,3.49%,17%,0,11,0,145,0
2020-01-16,21.64%,-0.03%,0.00%,0%,1.3333333333333,7,4.9230769230769,77,0
2020-01-15,21.67%,-1.15%,0.00%,0%,0,14,0,34,0
2020-01-14,22.82%,+0.03%,1.36%,22%,0,536,0,60,0
2020-01-13,22.80%,-0.03%,0.00%,0%,0.23125,197,0.0081967213114754,246,0
2020-01-10,22.83%,+0.01%,0.72%,14%,1,2,68,138,0
2020-01-09,22.82%,-0.32%,0.00%,0%,0.14473684210526,174,0.2,60,0
2020-01-08,23.13%,-0.15%,0.00%,0%,2.8666666666667,116,0.049620733249052,3321,0
2020-01-07,23.28%,-0.92%,7.36%,25%,26.75,111,0.8695652173913,43,0
2020-01-06,24.20%,-0.52%,66.67%,33%,0.62222222222222,73,0,164,0
2020-01-03,24.71%,+1.55%,100.00%,50%,4.5,55,2.0629921259843,389,0
2020-01-02,23.16%,+23.16%,0.00%,0%,0.0625,17,1.8378378378378,105,0
2019-12-31,23.60%,+0.33%,10.54%,12%,0,2,0,35,0
2019-12-30,23.27%,+1.23%,9.63%,9%,2,3,0.89130434782609,87,0
2019-12-27,22.04%,+0.36%,6.24%,4%,3,136,0.48037323037323,4601,0
2019-12-26,21.68%,+0.09%,5.25%,3%,8.5,19,4496,4497,0
2019-12-24,21.59%,+0.05%,5.01%,2%,10,11,0,156,0
2019-12-23,21.54%,+1.78%,4.88%,2%,0.11111111111111,20,0.060744810744811,3475,0
2019-12-20,19.77%,-1.35%,0.00%,0%,80,162,270.38461538462,3528,0
2019-12-19,21.12%,-1.16%,0.00%,0%,0.41666666666667,17,0.097892771405708,4116,0
2019-12-18,22.28%,-33.87%,2.76%,3%,67,68,726.54545454545,8003,0
2019-12-16,56.15%,+33.11%,100.00%,100%,0.4491935483871,1797,1.2820274354801,9815,0
2019-12-13,23.04%,-1.21%,9.27%,5%,0.8,9,0.096409386485722,3878,0
2019-12-12,24.25%,+0.58%,15.79%,15%,2.4090909090909,75,140.9375,4542,0
2019-12-11,23.67%,-0.90%,12.66%,9%,0.2,24,173.64,4366,0
2019-12-10,24.57%,-0.49%,17.54%,18%,0,15,0,0,0
2019-12-09,25.06%,+1.09%,20.17%,25%,1.0574712643678,179,34.056737588652,4943,0
2019-12-06,23.97%,-0.68%,14.28%,11%,0,5,0,4233,0
2019-12-05,24.65%,-0.13%,17.98%,19%,0.29166666666667,31,269.875,4334,0
2019-12-04,24.78%,-1.48%,18.68%,21%,0.44444444444444,117,8.7647058823529,332,0
2019-12-03,26.26%,+0.48%,26.64%,39%,1,6,1.4285714285714,34,0
2019-12-02,25.78%,+0.57%,24.06%,31%,6.5,15,58.857142857143,838,0
2019-11-29,25.21%,+0.75%,20.98%,26%,0,20,0,4322,0
2019-11-27,24.46%,+0.45%,16.92%,16%,0,11,0,83,0
2019-11-26,24.01%,-0.03%,14.51%,11%,49,50,404.30769230769,5269,0
2019-11-25,24.04%,-0.26%,14.69%,11%,0,95,0,57,0
2019-11-22,24.30%,-1.02%,16.09%,14%,17,18,30.550295857988,5332,0
2019-11-21,25.32%,-1.21%,21.59%,26%,0,0,0,0,0
2019-11-20,26.53%,+1.25%,28.11%,41%,66.5,135,84.196078431373,4345,0
2019-11-19,25.28%,-0.93%,21.35%,25%,3,4,25.88622754491,4490,0
2019-11-18,26.21%,+0.72%,26.38%,36%,1.0222222222222,91,18.818181818182,4578,0
2019-11-15,25.49%,-0.93%,22.47%,27%,0.036144578313253,86,5.337037037037,5133,0
2019-11-14,26.42%,-0.31%,27.50%,39%,0.75,14,5.6477572559367,5039,0
2019-11-13,26.73%,-0.01%,29.16%,42%,2,3,39.601851851852,4385,0
2019-11-12,26.73%,+0.10%,29.20%,42%,2.2,16,91,4324,0
2019-11-11,26.63%,+1.12%,28.67%,42%,1.3,23,35.652892561983,4435,0
2019-11-08,25.51%,-0.04%,22.61%,28%,8,9,0.85164835164835,337,0
2019-11-07,25.55%,-0.34%,22.84%,28%,0.13978494623656,212,18.781659388646,4530,0
2019-11-06,25.89%,-0.44%,24.65%,31%,0,116,0,3553,0
2019-11-05,26.33%,-0.45%,27.04%,37%,1,4,0.0059405940594059,3556,0
2019-11-04,26.78%,+1.66%,29.46%,42%,0.046332046332046,271,329.07692307692,4291,0
2019-11-01,25.12%,-0.78%,20.49%,25%,0.60176991150442,181,1.37537702221,8663,0
2019-10-31,25.90%,+1.25%,24.68%,31%,1.5625,123,2.2098452883263,11411,0
2019-10-30,24.64%,-0.30%,17.93%,19%,4.8888888888889,212,55.526666666667,8479,0
2019-10-29,24.94%,-0.28%,19.53%,22%,2.7,111,2.2072072072072,11392,0
2019-10-28,25.22%,+1.81%,21.03%,25%,0.64772727272727,145,1.2939040207523,8843,0
2019-10-25,23.41%,-1.42%,11.26%,7%,34,35,874.33333333333,7878,0
2019-10-24,24.82%,+0.66%,18.89%,21%,4.1274509803922,523,154.93103448276,4522,0
2019-10-23,24.16%,+0.08%,15.34%,14%,29.5,305,105.94339622642,5668,0
2019-10-22,24.09%,-1.97%,14.93%,12%,6.6129032258065,472,306.125,4914,0
2019-10-21,26.06%,+2.15%,25.54%,32%,1.0674846625767,337,1.2875816993464,8400,0
2019-10-18,23.90%,-0.52%,13.93%,11%,0.87096774193548,58,36.46511627907,4833,0
2019-10-17,24.42%,-1.53%,16.72%,14%,13.230769230769,185,2.4066685665432,11954,0
2019-10-16,25.95%,-0.09%,25.00%,29%,17,108,826.57142857143,5793,0
2019-10-15,26.05%,-0.58%,25.50%,30%,1.3058823529412,196,141.05128205128,5540,0
2019-10-14,26.62%,-1.46%,28.61%,36%,16,170,37.633027522936,4211,0
2019-10-11,28.08%,-0.02%,36.47%,50%,64.157894736842,2476,6.3754010695187,6896,0
2019-10-10,28.10%,-1.78%,36.59%,51%,0,20,0,8,0
2019-10-09,29.88%,-0.26%,46.19%,68%,0,11,0,57,0
2019-10-08,30.15%,+1.34%,47.60%,71%,3.25,17,0,20,0
2019-10-07,28.80%,+0.35%,40.37%,60%,0,29,0,12,0
2019-10-04,28.46%,-1.16%,38.49%,54%,6.25,29,6.2857142857143,51,0
2019-10-03,29.62%,-0.80%,44.74%,66%,15.25,65,320,1605,0
2019-10-02,30.42%,+1.71%,49.07%,74%,0,22,0,137,0
2019-10-01,28.71%,+0.88%,39.84%,58%,1.5,5,0.035294117647059,88,0
2019-09-30,27.83%,-1.37%,35.12%,49%,7.6666666666667,26,32.5,67,0
2019-09-27,29.20%,+2.57%,42.49%,64%,6.6666666666667,138,170.2,6848,0
2019-09-26,26.63%,+0.03%,28.65%,38%,0,2,0,76,0
2019-09-25,26.61%,+0.80%,28.51%,38%,1.8571428571429,20,10.269938650307,1837,0
2019-09-24,25.81%,+1.12%,24.20%,29%,0,36,0,104,0
2019-09-23,24.69%,+0.16%,18.18%,19%,3.1944444444444,151,1.0789473684211,316,0
2019-09-20,24.53%,+0.38%,17.31%,17%,0.35416666666667,65,6.9098039215686,2017,0
2019-09-19,24.15%,-0.43%,15.26%,14%,0.067484662576687,174,0.2027027027027,89,0
2019-09-18,24.58%,+1.07%,17.59%,17%,2.125,75,1.2592592592593,122,0
2019-09-17,23.51%,-0.17%,11.80%,9%,3.7391304347826,109,19.333333333333,122,0
2019-09-16,23.67%,+1.49%,12.70%,11%,2.3809523809524,71,2.5066666666667,263,0
2019-09-13,22.19%,-0.46%,4.67%,3%,6.1666666666667,86,0.57098591549296,5577,0
2019-09-12,22.65%,-1.05%,7.16%,5%,37,76,14.6,312,0
2019-09-11,23.70%,-0.95%,12.84%,10%,33.333333333333,103,858.8,4299,0
2019-09-10,24.65%,-0.37%,17.98%,15%,26.333333333333,164,27.333333333333,1700,0
2019-09-09,25.02%,-0.17%,19.97%,18%,0.55333333333333,233,0.87818696883853,663,0
2019-09-06,25.19%,-0.43%,20.88%,20%,0.52100840336134,181,0.38586956521739,510,0
2019-09-05,25.62%,-1.76%,23.18%,23%,0.25,15,13.091666666667,1691,0
2019-09-04,27.38%,-1.36%,32.68%,40%,2.7407407407407,202,3.328125,277,0
2019-09-03,28.74%,-0.02%,40.03%,54%,13.777777777778,133,0.32222222222222,119,0
2019-08-30,28.76%,+0.33%,40.13%,56%,0.051282051282051,41,0.17708333333333,113,0
2019-08-29,28.44%,-2.50%,38.38%,50%,0.47081712062257,378,0.2731415551125,4470,0
2019-08-28,30.94%,-1.27%,51.87%,75%,0,5,0,7,0
2019-08-27,32.21%,-0.18%,58.73%,82%,0,1,0,28,0
2019-08-26,32.39%,-0.73%,59.69%,85%,1.4634146341463,101,0.9974533106961,7059,0
2019-08-23,33.11%,+3.91%,63.61%,88%,0.33333333333333,4,4.5,44,0
2019-08-22,29.20%,+1.22%,42.50%,61%,0,4024,0,83,0
2019-08-21,27.98%,-2.05%,35.94%,49%,0.57142857142857,22,0.25714285714286,88,0
2019-08-20,30.03%,-1.55%,46.99%,67%,0.10714285714286,31,0.28571428571429,45,0
2019-08-19,31.59%,-0.51%,55.37%,80%,0.23809523809524,78,0.86363636363636,41,0
2019-08-16,32.10%,-2.15%,58.13%,82%,1.7142857142857,38,5.9,414,0
2019-08-15,34.24%,-0.26%,69.71%,91%,0.25925925925926,34,9.1666666666667,61,0
2019-08-14,34.51%,+3.50%,71.12%,92%,4.8461538461538,76,4.4285714285714,190,0
2019-08-13,31.00%,-0.77%,52.23%,78%,3.2,42,130.59259259259,3553,0
2019-08-12,31.77%,+1.87%,56.37%,82%,1.0882352941176,71,3.1914893617021,197,0
2019-08-09,29.90%,+1.07%,46.28%,68%,18,57,18.315789473684,367,0
2019-08-08,28.83%,-3.95%,40.49%,62%,1.6666666666667,8,276.33333333333,2496,0
2019-08-07,32.78%,+0.41%,61.80%,87%,0,7,0,5,0
2019-08-06,32.37%,-2.95%,59.59%,86%,0.01010101010101,100,0.018072289156627,169,0
2019-08-05,35.31%,+7.74%,75.48%,94%,6.3684210526316,140,0.99418604651163,343,0
2019-08-02,27.58%,-0.17%,33.74%,49%,19.363636363636,224,337.6,1693,0
2019-08-01,27.74%,+2.44%,34.64%,50%,2.5833333333333,86,1.09375,134,0
2019-07-31,25.30%,+1.82%,21.49%,24%,0.38095238095238,232,4.2118863049096,2017,0
2019-07-30,23.49%,+0.04%,11.69%,10%,1.3333333333333,14,0,24,0
2019-07-29,23.44%,+0.72%,11.46%,9%,0.5,33,4.2276519666269,4386,0
2019-07-26,22.73%,-0.48%,7.59%,6%,0.017241379310345,59,0,10,0
2019-07-25,23.20%,+1.59%,10.16%,7%,70.4,357,1.1114982578397,606,0
2019-07-24,21.62%,-0.10%,1.61%,1%,0.20512820512821,47,0.002194185408667,3654,0
2019-07-23,21.71%,-0.43%,2.12%,1%,0,2,0,247,0
2019-07-22,22.14%,+0.74%,4.43%,2%,1.3461538461538,61,0.16480446927374,417,0
